-13.503,0.00455674,0.763806,-1.1006
-13.3852,0.0889343,0.80287,-1.19485
-13.2675,0.173312,0.841934,-1.2891
-13.1498,0.25769,0.880998,-1.38335
-13.0321,0.342067,0.920062,-1.4776
-12.9144,0.426445,0.959126,-1.57185
-12.7967,0.510822,0.998189,-1.6661
-12.679,0.5952,1.03725,-1.76035
-12.5613,0.679578,1.07632,-1.8546
-12.4436,0.763955,1.11538,-1.94885
-12.4535,0.757688,1.11462,-1.95601
-12.3651,0.737272,1.12366,-1.79901
-12.2766,0.716856,1.1327,-1.64201
-12.1882,0.69644,1.14173,-1.48501
-12.0998,0.676025,1.15077,-1.32801
-12.0113,0.655609,1.1598,-1.17101
-11.9229,0.635193,1.16884,-1.01401
-11.8344,0.614777,1.17788,-0.857014
-11.746,0.594361,1.18691,-0.700014
-11.6575,0.573945,1.19595,-0.543014
-11.5691,0.553529,1.20498,-0.386014
-11.4806,0.533113,1.21402,-0.229014
-11.3922,0.512698,1.22306,-0.0720137
-11.3037,0.492282,1.23209,0.0849863
-11.2153,0.471866,1.24113,0.241986
-11.1268,0.45145,1.25016,0.398986
-11.0384,0.431034,1.2592,0.555986
-10.9992,0.421977,1.26321,0.625634
-11.0987,0.326971,1.29533,0.782634
-11.1982,0.231964,1.32745,0.939634
-11.2977,0.136958,1.35957,1.09663
-11.3972,0.0419511,1.3917,1.25363
-11.4967,-0.0530554,1.42382,1.41063
-11.5963,-0.148062,1.45594,1.56763
-11.6958,-0.243069,1.48806,1.72463
-11.7953,-0.338075,1.52019,1.88163
-11.8948,-0.433082,1.55231,2.03863
-11.9943,-0.528088,1.58443,2.19563
-12.0557,-0.586693,1.60424,2.29248
-12.1088,-0.627932,1.64011,2.44948
-12.1619,-0.669171,1.67598,2.60648
-12.215,-0.71041,1.71185,2.76348
-12.2681,-0.751649,1.74772,2.92048
-12.3212,-0.792888,1.78359,3.07748
-12.3743,-0.834127,1.81946,-3.04871
-12.4274,-0.875366,1.85533,-2.89171
-12.4805,-0.916605,1.8912,-2.73471
-12.5336,-0.957844,1.92707,-2.57771
-12.5867,-0.999083,1.96294,-2.42071
-12.6398,-1.04032,1.99881,-2.26371
-12.693,-1.08156,2.03467,-2.10671
-12.7461,-1.1228,2.07054,-1.94971
-12.7992,-1.16404,2.10641,-1.79271
-12.8523,-1.20528,2.14228,-1.63571
-12.9054,-1.24652,2.17815,-1.47871
-12.9585,-1.28776,2.21402,-1.32171
-13.0116,-1.329,2.24989,-1.16471
-13.0647,-1.37023,2.28576,-1.00771
-13.101,-1.39842,2.31028,-0.900387
-13.0851,-1.54198,2.26979,-1.04253
-13.0692,-1.68553,2.2293,-1.18467
-13.0533,-1.82909,2.18882,-1.32682
-13.0374,-1.97264,2.14833,-1.46896
-13.0215,-2.1162,2.10784,-1.6111
-13.0056,-2.25975,2.06735,-1.75324
-12.9897,-2.40331,2.02687,-1.89539
-12.9738,-2.54687,1.98638,-2.03753
-12.9579,-2.69042,1.94589,-2.17967
-12.942,-2.83398,1.9054,-2.32181
-12.8932,-2.9757,1.911,-2.26437
-12.8444,-3.11743,1.91659,-2.20692
-12.7956,-3.25915,1.92219,-2.14948
-12.7468,-3.40087,1.92779,-2.09203
-12.698,-3.5426,1.93338,-2.03459
-12.6491,-3.68432,1.93898,-1.97714
-12.6003,-3.82605,1.94457,-1.9197
-12.5515,-3.96777,1.95017,-1.86225
-12.5027,-4.1095,1.95577,-1.80481
-12.4539,-4.25122,1.96136,-1.74736
-12.4539,-4.25122,1.96136,-1.74736
-12.4602,-4.38599,2.01764,-1.59036
-12.4665,-4.52075,2.07392,-1.43336
-12.4729,-4.65552,2.1302,-1.27636
-12.4792,-4.79028,2.18648,-1.11936
-12.4855,-4.92505,2.24276,-0.962361
-12.4919,-5.05982,2.29904,-0.805361
-12.4982,-5.19458,2.35532,-0.648361
-12.5045,-5.32935,2.4116,-0.491361
-12.5108,-5.46411,2.46788,-0.334361
-12.5172,-5.59888,2.52416,-0.177361
-12.5188,-5.63408,2.53886,-0.136356
-12.5713,-5.70978,2.65722,-0.244275
-12.6239,-5.78548,2.77559,-0.352194
-12.6764,-5.86118,2.89395,-0.460113
