-5.4318,0.652242,7.6533,-1.10793,1.03392,-5.60634,-0.411804,10.4528,-2.86467,1
-6.94533,3.22399,7.34451,2.31668,4.42063,-5.4318,0.652242,7.6533,-1.10793,1.03392
-8.76192,4.26947,9.49089,1.23067,5.10183,-6.94533,3.22399,7.34451,2.31668,4.42063
-7.39662,6.2874,11.2413,-2.23128,5.15534,-8.76192,4.26947,9.49089,1.23067,5.10183
-3.734,-1.45345,12.5527,-1.00218,1,-5.60634,-0.411804,10.4528,-2.86467,1
-1.45269,-0.0996766,13.9537,-0.154623,1,-3.734,-1.45345,12.5527,-1.00218,1
-5.56333,-1.72781,14.9145,-2.21946,1,-3.734,-1.45345,12.5527,-1.00218,1
-7.68781,6.95198,14.1522,1.6918,5.17029,-7.39662,6.2874,11.2413,-2.23128,5.15534
-8.2927,-2.82504,14.3258,1.76289,1.00036,-5.56333,-1.72781,14.9145,-2.21946,1
-8.69961,-2.61236,17.2905,1.90466,1.00036,-8.2927,-2.82504,14.3258,1.76289,1.00036
-7.00073,-3.97286,19.3551,0.251981,1.00036,-8.69961,-2.61236,17.2905,1.90466,1.00036
0.537064,-1.11817,15.9546,0.404091,1,-1.45269,-0.0996766,13.9537,-0.154623,1
-4.67749,-1.57996,10.8333,-0.374029,1,-5.60634,-0.411804,10.4528,-2.86467,1
-8.86205,-4.6897,12.0457,-1.16448,1.00036,-8.2927,-2.82504,14.3258,1.76289,1.00036
3.52681,-0.893515,16.0593,-2.3598,1,0.537064,-1.11817,15.9546,0.404091,1
