0.227279,3.76331,4.18693,0.504942,1.00992,1.60767,3.25762,4.48488,1.18511,1
3.00722,3.0906,3.97167,0.298229,1,1.60767,3.25762,4.48488,1.18511,1
1.3146,1.78726,4.53126,-1.27898,1,1.60767,3.25762,4.48488,1.18511,1
1.47709,3.03953,3.00658,-1.344,1,1.60767,3.25762,4.48488,1.18511,1
0.0752553,1.01283,4.1932,1.06413,1,1.3146,1.78726,4.53126,-1.27898,1
1.63873,0.32641,4.42705,1.95613,1,1.3146,1.78726,4.53126,-1.27898,1
-1.23795,3.69231,4.50008,2.67797,1.00992,0.227279,3.76331,4.18693,0.504942,1.00992
-1.91179,5.01175,4.26554,-2.27187,1.00992,-1.23795,3.69231,4.50008,2.67797,1.00992
-0.891712,-0.029243,3.71459,-2.64645,1,0.0752553,1.01283,4.1932,1.06413,1
-1.25327,3.90855,3.01582,-1.21233,1.00992,-1.23795,3.69231,4.50008,2.67797,1.00992
-1.2351,5.42481,3.03557,-1.572,1.00992,-1.91179,5.01175,4.26554,-2.27187,1.00992
-1.49,-1.27249,3.12605,1.0427,1,-0.891712,-0.029243,3.71459,-2.64645,1
-2.65197,3.36549,4.8792,0.122794,1.00992,-1.23795,3.69231,4.50008,2.67797,1.00992
-1.64629,1.0819,3.39243,1.28343,1,-0.891712,-0.029243,3.71459,-2.64645,1
0.914976,2.31219,4.11046,2.50217,1,1.3146,1.78726,4.53126,-1.27898,1
