9.30005,-9.94364,14.5943,1.7624,2.51014,10.9569,-8.20314,16.3902,0.650256,1
6.69242,-10.6233,13.2758,-1.70819,2.55993,9.30005,-9.94364,14.5943,1.7624,2.51014
8.17345,-11.3608,10.7733,2.75804,2.56251,6.69242,-10.6233,13.2758,-1.70819,2.55993
7.99944,-10.1839,8.01924,-0.586779,2.62993,8.17345,-11.3608,10.7733,2.75804,2.56251
3.84565,-10.5946,14.2219,-2.33129,2.55993,6.69242,-10.6233,13.2758,-1.70819,2.55993
1.12692,-11.5696,13.4108,-1.41451,2.55999,3.84565,-10.5946,14.2219,-2.33129,2.55993
-1.37603,-12.106,14.9753,1.43853,2.55999,1.12692,-11.5696,13.4108,-1.41451,2.55999
-3.97496,-12.8754,16.2611,-2.8841,2.56038,-1.37603,-12.106,14.9753,1.43853,2.55999
3.0517,-7.82496,13.3859,-1.13688,2.55993,3.84565,-10.5946,14.2219,-2.33129,2.55993
-0.372778,-11.7077,10.8162,0.248898,2.56003,1.12692,-11.5696,13.4108,-1.41451,2.55999
-3.90441,-10.6953,18.3207,-1.43596,2.56052,-3.97496,-12.8754,16.2611,-2.8841,2.56038
-4.40425,-7.84281,19.104,1.0974,2.56052,-3.90441,-10.6953,18.3207,-1.43596,2.56052
-6.89503,-12.2735,15.9282,1.37896,2.56038,-3.97496,-12.8754,16.2611,-2.8841,2.56038
-1.82798,-9.46924,9.44806,0.133094,2.56003,-0.372778,-11.7077,10.8162,0.248898,2.56003
-3.61632,-5.01618,19.728,2.99295,2.56052,-4.40425,-7.84281,19.104,1.0974,2.56052
