-2.32692,-2.6222,1.89333,-0.814208,1,-0.982501,-1.97456,2.04529,-1.58169,1
-3.78316,-2.32563,2.09687,2.0166,1,-2.32692,-2.6222,1.89333,-0.814208,1
-4.82768,-1.28249,2.36301,-2.31166,1,-3.78316,-2.32563,2.09687,2.0166,1
-6.24863,-0.864571,2.12583,-0.848268,1,-4.82768,-1.28249,2.36301,-2.31166,1
-7.11574,-2.03077,2.49745,-0.554482,1,-6.24863,-0.864571,2.12583,-0.848268,1
-7.38498,-3.23342,3.35251,-1.65227,1.00053,-7.11574,-2.03077,2.49745,-0.554482,1
0.428251,-2.48207,1.9982,-2.04941,1,-0.982501,-1.97456,2.04529,-1.58169,1
-7.42897,0.0564428,2.21815,-2.79852,1,-6.24863,-0.864571,2.12583,-0.848268,1
1.91551,-2.63061,2.12472,-2.16164,1,0.428251,-2.48207,1.9982,-2.04941,1
3.05048,-3.4946,2.58878,-3.0485,1,1.91551,-2.63061,2.12472,-2.16164,1
4.53418,-3.70771,2.64555,2.97334,1,3.05048,-3.4946,2.58878,-3.0485,1
-7.32567,1.55256,2.1871,-0.483036,1,-7.42897,0.0564428,2.21815,-2.79852,1
-0.631228,-0.551298,2.36299,2.88657,1,-0.982501,-1.97456,2.04529,-1.58169,1
2.04925,-2.03861,3.49645,-1.27962,1,1.91551,-2.63061,2.12472,-2.16164,1
-0.0588617,0.818714,2.57622,-0.624963,1,-0.631228,-0.551298,2.36299,2.88657,1
