0.500119,0.00656733,1.08162,-0.62692
0.540016,0.150995,1.08862,-0.484242
0.579912,0.295422,1.09562,-0.341565
0.619809,0.43985,1.10262,-0.198887
0.659705,0.584277,1.10962,-0.05621
0.699602,0.728704,1.11661,0.0864674
0.739499,0.873132,1.12361,0.229145
0.779395,1.01756,1.13061,0.371822
0.819292,1.16199,1.13761,0.5145
0.859188,1.30641,1.14461,0.657177
0.899085,1.45084,1.15161,0.799854
0.897631,1.45155,1.15509,0.797289
0.944586,1.5703,1.16287,0.954289
0.991541,1.68905,1.17065,1.11129
1.0385,1.8078,1.17844,1.26829
1.08545,1.92655,1.18622,1.42529
1.13241,2.0453,1.194,1.58229
1.17936,2.16405,1.20179,1.73929
1.22632,2.2828,1.20957,1.89629
1.27327,2.40155,1.21735,2.05329
1.32023,2.5203,1.22514,2.21029
1.36718,2.63904,1.23292,2.36729
1.41414,2.75779,1.24071,2.52429
1.44805,2.84356,1.24633,2.63768
1.41887,2.99069,1.24637,2.61569
1.38968,3.13783,1.24642,2.59371
1.3605,3.28496,1.24646,2.57172
1.33131,3.43209,1.24651,2.54973
1.30213,3.57923,1.24655,2.52774
1.27294,3.72636,1.2466,2.50575
1.24376,3.87349,1.24664,2.48377
1.21457,4.02063,1.24669,2.46178
1.18539,4.16776,1.24674,2.43979
1.1562,4.3149,1.24678,2.4178
1.06295,4.33487,1.25757,2.5748
0.969699,4.35484,1.26835,2.7318
0.876447,4.37481,1.27914,2.8888
0.783194,4.39478,1.28993,3.0458
0.689941,4.41475,1.30071,-3.08038
0.596689,4.43473,1.3115,-2.92338
0.503436,4.4547,1.32228,-2.76638
0.410183,4.47467,1.33307,-2.60938
0.31693,4.49464,1.34386,-2.45238
0.223678,4.51461,1.35464,-2.29538
0.130425,4.53458,1.36543,-2.13838
0.0371724,4.55456,1.37622,-1.98138
-0.0560803,4.57453,1.387,-1.82438
-0.149333,4.5945,1.39779,-1.66738
-0.242586,4.61447,1.40857,-1.51038
-0.301242,4.62703,1.41536,-1.41163
-0.334608,4.5075,1.3515,-1.56863
-0.362438,4.40781,1.29823,-1.69958
-0.43823,4.38114,1.29799,-1.54258
-0.514022,4.35447,1.29776,-1.38558
-0.589814,4.32781,1.29752,-1.22858
-0.665606,4.30114,1.29728,-1.07158
-0.741398,4.27447,1.29705,-0.914577
