-8,8,0.06,5.87856e-21
-7.9988,7.99848,0.0599744,-0.000108098
-8,8,0.06,-2.04626e-20
-7.99951,7.99952,0.0583067,0.000814857
-8,8,0.06,-4.1853e-20
-7.99828,7.99986,0.0586813,-0.00566538
-8,8,0.06,1.12164e-19
-7.99769,7.99936,0.0579343,-0.0102516
-8,8,0.06,-1.03696e-20
-7.99555,7.99985,0.0564778,-0.0108558
-8,8,0.06,9.31427e-20
-7.99509,7.99878,0.0556184,-0.0160363
-8,8,0.06,5.54501e-20
-7.99692,7.99965,0.056995,-0.0127159
-8,8,1.05789,-3.24539e-20
-7.99598,8.00014,1.05109,-0.0150101
-7.9963,7.99916,0.992056,-0.0150966
-8,8,0.99536,-1.06404e-18
-8,8,0.965814,-4.36194e-19
-7.99682,7.99792,0.95979,-0.0156237
-8,8,0.967766,1.14697e-18
-7.99727,7.99728,0.962374,-0.0194431
-8,8,0.975685,-3.39425e-19
-7.99708,7.99687,0.971624,-0.021892
-8,8,0.981422,-9.41631e-18
-7.99828,7.99815,0.97755,-0.0179357
-8,8,0.98415,-1.99588e-17
-7.99758,7.99719,0.981717,-0.0230629
-8,8,0.985019,-3.33215e-17
-7.99534,7.99912,0.984331,-0.025599
-8,8,0.985074,-5.11857e-17
-7.99553,7.99901,0.985233,-0.0231763
-8,8,0.984914,-6.82024e-17
-7.99608,7.99802,0.985666,-0.0237794
-8,8,0.98477,-8.36587e-17
-7.99628,7.99737,0.986563,-0.020936
-8,8,0.984691,-9.64269e-17
-7.99701,7.99842,0.987782,-0.0232727
-7.99972,7.99979,0.985891,0.004939
-7.99684,7.99842,0.987718,-0.0206703
-7.99815,7.99877,0.987729,0.0622121
-7.99598,7.99613,0.990384,0.0346861
-7.99671,7.99799,0.988632,0.209284
-7.99384,7.99567,0.992327,0.166094
-7.9961,7.99767,0.988836,0.449268
-7.99223,7.99343,0.992083,0.378656
-7.99605,7.99763,0.989139,0.762888
-7.99283,7.99394,0.992642,0.723742
-7.99618,7.99768,0.989451,1.11814
-7.99463,7.99372,0.991137,1.0809
-7.99628,7.99772,0.989484,1.47587
-7.99532,7.99363,0.992473,1.40593
-7.99632,7.99774,0.989323,1.79796
-7.99573,7.99273,0.992267,1.77889
-7.99632,7.99774,0.989062,2.05373
-7.99539,7.99304,0.991922,2.01956
-7.99631,7.99774,0.988715,2.22365
-7.99462,7.99262,0.992046,2.17548
-7.9963,7.99774,0.988506,2.30891
-7.9951,7.99394,0.992055,2.26848
-7.9963,7.99774,0.988629,2.33866
-7.99272,7.99405,0.99256,2.29928
-7.9963,7.99774,0.988963,2.36909
-7.99207,7.99393,0.991455,2.3301
-7.9963,7.99774,0.988912,2.44705
-7.99186,7.99255,0.99163,2.40938
-7.9963,7.99774,0.988749,2.59491
-7.99018,7.99197,0.991993,2.5521
-7.9963,7.99774,0.988709,2.81927
-7.98823,7.99178,0.991129,2.76879
-7.9963,7.99774,0.988869,3.12774
-7.98835,7.99159,0.991928,3.08983
-7.9963,7.99774,0.98879,-2.82045
-7.98769,7.99084,0.992639,-2.87447
-7.9963,7.99774,0.9888,-2.44524
-7.98806,7.99195,0.99343,-2.53229
-7.9963,7.99774,0.988867,-2.0742
-7.98839,7.99309,0.994051,-2.11566
-7.9963,7.99774,0.988905,-1.73885
-7.98802,7.99124,0.994099,-1.77835
-7.9963,7.99774,0.988832,-1.46614
-7.98747,7.9919,0.99326,-1.5181
-7.9963,7.99774,0.988743,-1.27381
-7.98755,7.99279,0.993883,-1.33197
-7.9963,7.99774,0.988561,-1.16428
-7.98766,7.99388,0.994936,-1.2101
-7.98845,7.99348,0.996688,-1.17136
-7.9963,7.99774,0.988425,-1.12054
-7.99597,7.99773,0.988647,-1.10452
-7.98792,7.99382,0.996876,-1.15672
-7.9734,7.99776,0.989305,-1.09691
-7.96345,7.99277,0.998169,-1.14981
-7.88734,7.99798,0.989093,-1.09182
-7.89734,7.99346,0.99821,-1.14169
-7.75501,7.99833,0.988278,-1.09259
-7.73006,7.99503,0.996707,-1.14191
-7.62131,7.99878,0.987741,-1.09776
-7.62801,7.99608,0.996799,-1.14793
-7.52896,7.99909,0.98755,-1.10184
-7.52018,7.99637,0.995623,-1.1529
-7.49729,7.99898,0.987204,-1.10158
-7.4878,7.99639,0.994411,-1.14825
-7.50667,7.99762,0.987644,-1.09954
-7.50633,7.99761,0.987647,-1.09953
-7.506,7.99761,0.98765,-1.09952
-7.50356,7.99714,0.994277,-1.14956
-7.50267,7.9973,0.994194,-1.15077
-7.50208,7.99766,0.994044,-1.15237
-7.49603,7.99906,0.988137,-1.09572
-7.48636,8.00135,0.994022,-1.15117
-7.44465,8.03178,0.983639,-1.03889
-7.42803,8.03721,0.989066,-1.09373
-7.32835,8.11558,0.966924,-0.89405
-7.34694,8.09625,0.977769,-0.996614
-7.15997,8.24203,0.939578,-0.670013
-7.11828,8.26896,0.94077,-0.696685
-6.94763,8.40233,0.904115,-0.402437
-6.918,8.42018,0.906607,-0.451356
-6.70199,8.5874,0.862335,-0.140339
-6.67958,8.59887,0.867521,-0.203909
-6.43799,8.78616,0.816896,0.0702521
-6.44719,8.77458,0.825042,-0.0213092
-6.16984,8.98756,0.77072,0.201478
-6.17944,8.97628,0.778891,0.117532
-5.91519,9.17885,0.726761,0.255626
-5.89463,9.19127,0.730932,0.183215
-5.69003,9.3482,0.688251,0.277333
-5.67969,9.3528,0.695032,0.20624
-5.50731,9.48543,0.656434,0.295814
-5.52977,9.46448,0.667722,0.22168
-5.37404,9.58508,0.633149,0.304769
-5.3725,9.58252,0.641584,0.233475
-5.29176,9.6461,0.618927,0.304708
-5.27757,9.65002,0.624997,0.229393
-5.25477,9.67298,0.612648,0.300198
-5.24402,9.67426,0.619018,0.226799
-5.23577,9.68529,0.612378,0.292893
-5.2356,9.68542,0.612377,0.292946
-5.23064,9.68027,0.616218,0.222838
-5.23544,9.68554,0.612376,0.293001
-5.23528,9.68566,0.612374,0.293055
-5.22987,9.68161,0.615916,0.221816
-5.22902,9.68341,0.616016,0.220846
-5.22873,9.68348,0.616086,0.221044
-5.23536,9.6894,0.627291,0.283249
-5.22164,9.69046,0.624804,0.215031
-5.2667,9.71586,0.69238,0.192471
-5.25006,9.71384,0.687517,0.124315
-5.33235,9.77935,0.811035,0.0583912
-5.31397,9.7747,0.803194,-0.0129143
-5.42524,9.87584,0.981934,-0.0226754
-5.40031,9.86453,0.96338,-0.0993218
-5.5405,9.99835,1.19792,-0.0289639
-5.52593,10.0013,1.20183,-0.109691
-5.67234,10.1392,1.44735,-0.0352778
-5.65197,10.1348,1.44266,-0.112728
-5.81378,10.2901,1.71401,-0.0476186
-5.78761,10.2796,1.70035,-0.124461
-5.95607,10.4419,1.98173,-0.0568974
-5.93026,10.4311,1.96756,-0.140215
-6.04983,10.5581,2.19057,-0.144617
-6.08979,10.5846,2.23257,-0.059927
-6.2068,10.7097,2.4521,-0.0582201
-6.18819,10.7044,2.45039,-0.141501
-6.30067,10.8105,2.62787,-0.0550891
-6.29536,10.8205,2.65238,-0.140541
-6.36781,10.8828,2.75301,-0.0528539
