-11.1043,-5.28193,10.0597,-0.274014,1,-10.9765,-5.6164,7.08114,1.64356,1
-10.6764,-6.02283,12.9351,-0.202166,1,-11.1043,-5.28193,10.0597,-0.274014,1
-8.56029,-5.72417,15.0405,-0.30562,1,-10.6764,-6.02283,12.9351,-0.202166,1
-6.97719,-6.85833,17.3225,1.70151,1.00046,-8.56029,-5.72417,15.0405,-0.30562,1
-8.37604,-9.48742,17.6846,2.77029,1.00073,-6.97719,-6.85833,17.3225,1.70151,1.00046
-9.44645,-8.31466,19.076,2.59935,1.0111,-8.37604,-9.48742,17.6846,2.77029,1.00073
-8.06477,-6.60726,21.1195,1.54148,1.01218,-9.44645,-8.31466,19.076,2.59935,1.0111
-5.29575,-7.58941,21.726,1.78403,1.0123,-8.06477,-6.60726,21.1195,1.54148,1.01218
-8.63632,-6.66018,9.05496,0.390725,1.17565,-11.1043,-5.28193,10.0597,-0.274014,1
-4.43721,-8.26055,16.5594,1.33956,1.00046,-6.97719,-6.85833,17.3225,1.70151,1.00046
-5.98412,-5.79904,7.94849,1.30023,1.176,-8.63632,-6.66018,9.05496,0.390725,1.17565
-7.81412,-2.9577,15.9293,2.29901,1,-8.56029,-5.72417,15.0405,-0.30562,1
-2.87998,-5.89976,22.282,1.83415,1.0123,-5.29575,-7.58941,21.726,1.78403,1.0123
-0.437217,-4.16041,22.369,-2.7166,1.01231,-2.87998,-5.89976,22.282,1.83415,1.0123
-10.2747,-4.90491,4.2525,-0.316581,23.006,-10.9765,-5.6164,7.08114,1.64356,1
