6.59497,-5.88128,6.10849,1.88823,10.6053,3.99344,-4.68759,7.0069,-1.57446,1
9.53649,-5.55138,6.59699,-2.78201,12.5641,6.59497,-5.88128,6.10849,1.88823,10.6053
6.34699,-3.30348,6.2189,3.01298,13.2794,6.59497,-5.88128,6.10849,1.88823,10.6053
10.7212,-4.60405,9.18523,1.43108,13.2156,9.53649,-5.55138,6.59699,-2.78201,12.5641
11.2422,-2.34818,7.27746,2.18253,13.3505,10.7212,-4.60405,9.18523,1.43108,13.2156
13.7065,-1.43218,5.83231,1.33698,13.3783,11.2422,-2.34818,7.27746,2.18253,13.3505
4.58839,-1.08975,5.21552,-1.64942,13.5877,6.34699,-3.30348,6.2189,3.01298,13.2794
14.1077,-2.93192,3.26525,0.911844,13.3955,13.7065,-1.43218,5.83231,1.33698,13.3783
1.78312,-0.296719,4.50733,-2.77291,13.5953,4.58839,-1.08975,5.21552,-1.64942,13.5877
12.7008,1.39,5.98701,0.126415,13.3905,13.7065,-1.43218,5.83231,1.33698,13.3783
-0.184055,1.11021,2.73229,1.88662,13.6231,1.78312,-0.296719,4.50733,-2.77291,13.5953
-1.72316,1.76502,5.22275,-1.89149,13.6261,-0.184055,1.11021,2.73229,1.88662,13.6231
10.3095,-0.592136,9.52387,-1.41533,13.4042,11.2422,-2.34818,7.27746,2.18253,13.3505
-4.05568,-0.00108633,5.88624,-1.46432,13.6275,-1.72316,1.76502,5.22275,-1.89149,13.6261
-0.797458,3.9419,1.95428,0.167772,13.6274,-0.184055,1.11021,2.73229,1.88662,13.6231
